SSN,Longitude,Latitude,Region,Country,Site,Cluster,Plot,Depth,Clay_2um,Clay_8um,Clay_20um,Clay_63um,Total_C,CORG,CINORG,Total_N,pH,Am_Ox_Al,Am_Ox_Fe,Am_Ox_Mn,Am_Ox_P,Olsen_P,pbi,Caex,Kex,Mgex,Naex,eCEC,Al,Ca,Co,Cr,Cu,Fe,K,Mg,Mn,Na,Ni,P,Pb,S,Zn,VegStructure,Date,Altitude,Accuracy,SlopeDn,SlopeUp,MajLform,LformDes,PosTopoSeq,ArtSurface,VegCovLT40,PlotFlood,PlotCultMgd,Trees,Shrubs,Graminoids,Forbs,VegOther,Broadleaf,Needleleaf,Allophytic,Evergreen,Deciduous,WdCovRate1,WdCovRate2,WdCovRate3,WdCovRate4,HerbCovRate1,HerbCovRate2,HerbCovRate3,HerbCovRate4,VegStrataDescr,SameLanduse90,UseFoodBeverage,UseForage,UseTimberFuelwood,UseOther,LandUseHistory,RockCover1,RockCover2,RockCover3,RockCover4,Erosion1,Erosion2,Erosion3,Erosion4,SoilConservation,SWCStructures,SWCDescr,AugDepth1,AugDepth2,AugDepth3,AugDepth4,Notes,Delta14C,Delta14C_err,F14C,F14C_err,TurnoverTime,Delta13C,SSN.XRPD,Quartz,Clay_1_1,Clay_2_1,Amorphous,Pedogenic_Oxides,Feldspars,LIG_N,SoilTMP_C,SoilMoi_kgm2,SoilMoi_m3m3,Litterfall.gC.m2.yr,Litterroot.gC.m2.yr,NPP.gC.m2.yr,NPP.gC.m2.d,clay_extracted,bd_extracted,silt_extracted,MAT,MAP,PET,npp_modis,socs,sm,stemp
icr076648,46.703336,-18.95712,East Africa,Madagascar,Analavory,16,6,Topsoil,47.239,70.612,83.319,94.077,2.98,2.98,0,0.21,5.57,10405.24814,21191.99028,1322.700874,756.2503148,11.36,681.6,0.58,0.118071849,0.426441114,-0.013581114,-0.774584254,81037.73894,1844.700766,46.93985424,107.6503347,30.36961878,98685.56234,879.8032929,5960.269994,1827.843883,65.9354242,56.15402618,489.3369276,11.6451578,196.2345024,133.9993636,Cropland,11-02-12,1156,2.1,10,2,Steep,Medium gradient hill,Footslope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,NA,NA,NA,NA,,NA,NA,NA,NA,None,None,None,None,Structural,NA,,50,50,50,50,,NA,NA,NA,NA,NA,NA,icr076640,3.2845,1.7954,10.7708,1.1195,20.8359,19.9152,9.277812168,21.67328835,231.2008909,0.293625131,257.19,59.8116296,317.0016296,0.868497615,28,1.27,25,20.40416674,1532,1687,1.059014286,7.5692,0.22021471,23.6243248
icr076651,46.706691,-18.957554,East Africa,Madagascar,Analavory,16,8,Topsoil,NA,NA,NA,NA,1.67,1.67,0,0.13,6.03,13987.96077,30301.04607,1373.330657,1326.066754,22,535.52,1.99,0.13840904,0.799089289,0.002328016,4.074197497,79954.54408,5994.467192,70.17472253,202.7813307,64.36627372,134630.6477,684.2181361,20929.37802,1944.190908,249.8107536,111.1119783,492.8461064,9.259508192,111.6451842,133.1116684,Cropland,11-02-12,1160,3.2,5,11,Sloping,Medium gradient mountain,Midslope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,NA,NA,NA,NA,,NA,NA,NA,NA,None,None,None,Rill,None,NA,,50,50,50,50,,NA,NA,NA,NA,NA,NA,icr076640,3.2845,1.7954,10.7708,1.1195,20.8359,19.9152,9.277812168,21.67328835,231.2008909,0.298249149,257.19,61.72559862,318.9155986,0.873741366,27,1.29,23,20.40416674,1532,1687,1.042442857,4.3086,0.22021471,23.6243248
icr076655,46.710739,-18.956828,East Africa,Madagascar,Analavory,16,10,Topsoil,9.674,32.232,53.915,76.954,1.51,1.51,0,0.1,5.71,18861.7469,31616.21891,1317.125459,987.874591,9.58,923.39,1.88,0.139704776,1.051685265,0.023435508,0.267733995,113634.5053,520.6425298,50.70628515,102.9523205,45.47987067,115471.4601,515.983701,7700.822106,1910.704488,102.9990847,61.84647347,518.0405641,14.2859361,70.24792784,134.7504589,Cropland,11-02-12,1200,2.3,8,9,Steep,Medium gradient mountain,Footslope,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Yes,NA,NA,NA,NA,,NA,NA,NA,NA,None,None,None,None,None,NA,,50,50,50,30,,NA,NA,NA,NA,NA,NA,icr076640,3.2845,1.7954,10.7708,1.1195,20.8359,19.9152,9.277812168,21.67328835,231.2008909,0.293625131,257.19,149.3361246,406.5261246,1.113770204,28,1.27,25,20.13333344,1559,1663,0.8717,3.8354,0.22021471,23.6243248
icr005949,36.08790207,-6.90577698,East Africa,Tanzania,Chinyanghuku,2,2,Subsoil,11.529,25.537,32.303,44.04,0.22,0.22,0,0.02,6.86,824.3181039,919.9725738,127.563149,-5.080803488,1.98,20.07,3.14,0.158176934,1.994319561,0.099539343,0.785105929,16637.0306,2662.304708,6.72650805,21.21761372,6.735090124,14613.57688,1939.611836,2068.045714,227.0217812,178.9275075,8.849816555,66.55202574,4.35448764,25.40930019,19.33745414,Cropland,05-12-09,779,1.5,3,3.5,Level,Valley floor,Footslope,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,3,1,3,cultivated land with sorghum one side maize; but sandy soil,No,1,0,0,0,crop land cultivated maize and sorghum,1,1,1,1,Sheet,Sheet,Sheet,Sheet,None,0,,50,50,50,50,sandy soils,NA,NA,NA,NA,NA,NA,icr005947,24.3335,5.7086,4.0652,0,4.4434,51.1096,9.277812168,24.98632622,120.7407579,0.177488914,371.51,84.43409343,455.9440934,1.2491619,27,1.47,16,23.64583329,551,2005,0.703485714,0.6468,0.270209461,29.26870346
icr005955,36.09250641,-6.91318321,East Africa,Tanzania,Chinyanghuku,2,5,Subsoil,15.532,39.839,48.449,57.688,0.29,0.29,0,0.03,7.28,1058.860287,1128.405018,141.542371,-16.40870092,0.98,25.82,5.3,0.15077171,2.627063268,0.132521518,3.329081911,26053.97598,2022.905218,8.90050097,33.30518179,7.370845391,20066.19151,1805.582036,2084.964811,240.7807106,154.1718843,16.60181895,67.38088024,4.889871841,28.1283324,22.33533741,Other,05-12-09,801,1.6,7,12,Sloping,Low gradient footslope,Footslope,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,bare crop land heavily degraded with scattered regenerating vegetation,No,1,1,1,0,fallow land previously maize,1,1,1,1,Rill,Gully/Mass,Rill,Rill,None,0,,20,20,40,40,degraded fallow crop land,NA,NA,NA,NA,NA,NA,icr005947,24.3335,5.7086,4.0652,0,4.4434,51.1096,10.31141061,24.98632622,120.7407579,0.177488914,371.51,81.55097534,453.0609753,1.241262946,26,1.47,15,23.27499982,555,1966,0.698628571,0.8526,0.213060722,28.07636261
icr005962,36.08990097,-6.9095149,East Africa,Tanzania,Chinyanghuku,2,9,Subsoil,10.949,24.89,31.925,39.198,0.38,0.38,0,0.03,6.74,924.3816304,805.7425223,110.5135088,12.92039346,1.96,24.42,4.68,0.120711823,2.587340072,0.115574162,3.257697173,21287.82616,1583.526272,6.442732824,12.85579841,6.881932722,18178.26472,2754.250702,2986.305949,213.9477018,192.8047121,8.229048192,74.71595555,3.985624383,33.40267517,32.54555117,Woodland,05-12-09,793,1.7,11,25,Steep,Medium gradient hill,Footslope,0,0,0,0,1,1,1,1,0,1,0,0,1,1,3,1,2,2,1,1,1,1,comifora pauli dominant,Yes,0,1,1,0,fuelwood and construction woods grazing and,3,3,3,3,Rill,Rill,Rill,Rill,None,0,,17,30,9,18,rocky hill,NA,NA,NA,NA,NA,NA,icr005947,24.3335,5.7086,4.0652,0,4.4434,51.1096,20.60163272,24.98632622,120.7407579,0.169037061,371.51,74.0059783,445.5159783,1.220591721,28,1.4,12,23.21666658,553,1972,0.715785714,1.064,0.270209461,29.26870346
icr005964,36.091362,-6.91324282,East Africa,Tanzania,Chinyanghuku,2,10,Subsoil,11.281,38.688,49.385,59.738,0.32,0.32,0,0.03,6.94,948.0717359,786.3469437,119.157413,-12.95813037,1.28,15.76,4.54,0.156514577,2.774924176,0.137489964,3.636934855,24556.5584,1948.732095,7.712167757,26.86784133,6.770751116,18698.44948,2068.325488,2323.643207,230.2852928,194.8400938,13.69628719,72.4030362,4.663346223,27.67882356,25.0087059,Shrubland,05-12-09,802,1.5,12,10,Sloping,Medium gradient hill,Footslope,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,acacia woodland dominanted by acacia nilotica,Yes,0,1,1,0,grazing field; wood for construction and fuelwood,1,1,1,1,Gully/Mass,Gully/Mass,Sheet,Sheet,None,0,,50,50,50,50,dry river bed along the plot,NA,NA,NA,NA,NA,NA,icr005947,24.3335,5.7086,4.0652,0,4.4434,51.1096,19.88391681,24.98632622,120.7407579,0.176281507,371.51,74.77931456,446.2893146,1.222710451,24,1.46,11,23.21666658,553,1972,0.698628571,0.9344,0.270209461,29.26870346
icr005972,36.09030914,-6.887218,East Africa,Tanzania,Chinyanghuku,3,4,Subsoil,22.166,44.319,52.619,58.858,0.48,0.45,0,0.05,8.5,1456.939857,3161.626074,174.6502825,282.1088717,64.16,83.39,6.98,5.404961475,1.097708639,0.12186501,7.351468644,36828.70924,3403.182981,11.58609151,34.31913086,15.09392193,37503.59866,5620.722814,3243.940325,320.6347932,154.5873359,18.28509068,445.9885396,4.373022038,68.93728282,31.52111964,Cropland,04-12-09,792,1.4,5,3,Level,Plateau,Ridge/Crest,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,2,3,1,1,resently converted land under maize; banned down trees treblers sp herbs few scattered acacia reficiense,No,1,0,1,0,newly converted land by burning under maize crop,1,2,2,1,Sheet,Sheet,Sheet,Sheet,None,0,,35,45,32,35,,-48.3,2.4,0.9598,0.0024,571,-17.84,icr005966,26.4686,2.7088,4.3516,4.0749,5.1848,43.0961,9.277812168,24.98632622,120.7407579,0.176281507,371.51,76.90493468,448.4149347,1.228534068,27,1.46,12,23.82083333,551,2032,0.702485714,1.314,0.270209461,29.26870346
icr005974,36.0957,-6.87997,East Africa,Tanzania,Chinyanghuku,3,5,Subsoil,11.023,32.602,42.271,51.912,1.34,0.55,0.8,0.06,8.52,1000.357286,1031.949052,194.8337519,590.3229002,21.52,56.4,9.57,2.590318641,0.970754767,0.108715461,9.959852371,29528.37496,31677.96245,16.17675309,30.13901465,20.07540652,36053.4711,9597.476593,9925.660069,509.4005459,199.8117937,12.83429434,1015.300568,3.904195609,153.5868952,57.86997939,Shrubland,04-12-09,0,0,3,5,Sloping,Medium gradient hill,Midslope,0,0,0,0,1,1,0,1,0,1,0,0,1,1,2,2,2,2,1,1,1,1,shrubland dominated by acacia tortilis; reficiens on a rocky site,Yes,0,1,1,0,presently grazing land,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,10,16,10,36,,NA,NA,NA,NA,NA,NA,icr005966,26.4686,2.7088,4.3516,4.0749,5.1848,43.0961,19.88391681,24.98632622,120.7407579,0.171451876,371.51,76.58821303,448.098213,1.227666337,26,1.42,13,23.66249998,549,2002,0.776328571,1.562,0.213060722,28.07636261
icr005980,36.09533691,-6.88462782,East Africa,Tanzania,Chinyanghuku,3,8,Subsoil,26.912,58.986,72.449,89.58,0.9,0.89,0,0.09,7.93,1237.059662,1741.187735,338.1418191,80.93669954,7.5,40.86,12.83,0.492879071,4.179391199,0.110856765,15.27073565,41033.11677,4885.609238,15.30437809,63.01734094,16.98030891,33181.67305,6558.969449,7390.763544,587.0388819,157.1936435,34.58700792,239.2439977,8.80389453,98.43778672,43.0872488,Cropland,04-12-09,771,2,9,12,Sloping,Medium gradient hill,Footslope,0,0,0,1,1,1,1,1,0,1,0,0,1,1,2,2,1,1,1,1,1,1,newly converted land with bare ground with newly dung holes for planting; boabab tree,No,1,1,1,0,resently converted land previously under trees,1,1,1,1,Rill,Rill,Rill,Rill,None,0,,50,40,50,50,no restrictions on sloppy land,NA,NA,NA,NA,NA,NA,icr005966,26.4686,2.7088,4.3516,4.0749,5.1848,43.0961,9.277812168,24.98632622,120.7407579,0.172659284,371.51,77.13010312,448.6401031,1.229150967,27,1.43,13,23.70833341,552,2011,0.772642857,2.5454,0.213060722,28.07636261
icr005991,36.10004807,-6.86531687,East Africa,Tanzania,Chinyanghuku,4,8,Subsoil,6.813,22.203,31.874,43.906,0.36,0.36,0,0.04,7.03,718.0867932,667.4307449,29.57913012,-24.03034521,0.98,12.41,2.62,0.167997411,0.714929582,0.055182966,-0.259190742,16367.68981,3039.570961,3.855745153,11.58486448,4.740065847,13801.89619,2320.036079,1894.320452,110.3748493,175.0891287,6.330576079,47.00580823,4.00333137,32.04265446,17.43901702,Shrubland,10-12-09,821,2.1,5,4,Sloping,Ridges,Ridge/Crest,0,0,0,0,1,1,1,1,0,1,0,0,1,1,2,2,2,2,1,1,1,1,shrubland but presently destroyed; dominanted by greullia bicola and gesticiar,No,0,1,1,0,currently fallow; grazing and eroding,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,10,35,20,10,,23.4,3.1,1.0321,0.0031,188,-22.67,icr005986,27.7351,8.7308,9.4939,2.5011,4.6818,28.605,19.88391681,24.98632622,120.7407579,0.178696322,371.51,77.85320081,449.3632008,1.231132057,25,1.48,12,23.2874999,545,1970,0.779728571,1.0656,0.213060722,28.07636261
icr005994,36.10103989,-6.86575699,East Africa,Tanzania,Chinyanghuku,4,10,Subsoil,NA,NA,NA,NA,0.79,0.64,0.2,0.07,8.01,1269.338051,910.9312363,353.4409501,27.14769128,1.5,34.3,14.85,0.175577549,1.394688985,0.161866702,13.14006159,30315.18617,4148.738199,11.95478644,38.81607872,12.08192575,21505.89552,3051.994181,3932.005544,504.1548044,187.4905201,17.29710598,84.48347631,7.832024156,81.39895807,30.60944029,Other,10-12-09,817,1.8,9.5,9,Sloping,Low gradient footslope,Footslope,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,2,1,1,1,1,acacia woodland dominated by acacia mellifera and acacia senegal and pauli,Yes,0,1,1,0,fuelwood and timber ; grazing land continued destruction,1,1,1,1,Rill,Rill,Rill,Rill,None,0,,10,10,40,10,,NA,NA,NA,NA,NA,NA,icr005986,27.7351,8.7308,9.4939,2.5011,4.6818,28.605,18.74832657,24.98632622,120.7407579,0.176281507,371.51,77.85320081,449.3632008,1.231132057,24,1.46,12,23.2874999,545,1970,0.779728571,1.8688,0.213060722,28.07636261
icr005999,36.1244,-6.93858,East Africa,Tanzania,Chinyanghuku,5,1,Subsoil,11.496,27.337,36.8905,46.099,0.5,0.5,0,0.06,6.64,1277.709701,1885.924213,223.4498848,-32.05126574,2.75,36.49,4.54,0.557555275,1.815463727,0.103898821,13.74299158,26450.84203,5280.102749,14.18186609,52.129474,16.20420733,28697.83006,7594.996045,7961.216826,457.3795489,233.923172,13.42346199,113.7269198,7.582004693,60.3170149,42.10619918,,,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,,NA,NA,NA,NA,,,,,,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,icr005999,26.1565,0,4.3049,4.3911,6.1767,40.0403,NA,24.98632622,120.7407579,0.176281507,371.51,75.99068131,447.5006813,1.226029264,25,1.46,15,22.32083329,573,1887,0.862614286,1.46,0.237058774,27.59108925
icr006004,36.123703,-6.93503523,East Africa,Tanzania,Chinyanghuku,5,5,Subsoil,7.459,23.434,30.709,43.514,0.41,0.41,0,0.04,6.84,1056.889539,2145.873043,331.8692074,34.48119145,1.8,24.12,2.82,0.185721687,2.96390052,0.115957289,-1.687834217,27110.90199,5131.282215,18.19082025,27.40402001,7.799540701,33772.62035,9063.510235,9995.973408,659.9696965,352.2305341,11.02023688,130.6022109,5.878071579,39.70903598,51.61115776,Other,16-12-09,918,1.6,18,25,Sloping,Medium gradient hill,Ridge/Crest,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,rocky shrubland; acacia senegal and nilotica,Yes,0,1,1,0,currently grazing land fuelwood,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,5,30,10,10,,NA,NA,NA,NA,NA,NA,icr005999,26.1565,0,4.3049,4.3911,6.1767,40.0403,27.18524253,24.98632622,120.7407579,0.175074099,371.51,245.6678724,617.1778724,1.690898281,28,1.45,14,22.32083329,573,1887,0.862614286,1.189,0.237058774,27.59108925
icr006014,36.1206,-6.93647,East Africa,Tanzania,Chinyanghuku,5,13,Subsoil,8.01,23.723,31.396,40.296,0.4,0.4,0,0.04,7.08,816.0616763,1299.450691,165.0474536,25.7485806,2.86,21.68,4.18,0.240353067,1.50480088,0.072714423,3.284813782,19416.0174,3582.821384,9.151473794,22.82679522,5.370221614,19334.53749,5218.547884,5039.225407,335.1285939,171.4398383,8.033268886,109.9610095,4.783219563,40.66985194,30.94032234,Shrubland,19-12-09,0,0,8,10,Sloping,Medium gradient hill,Midslope,0,0,0,0,1,1,0,0,1,1,0,0,1,1,2,2,2,2,1,1,1,1,shrubland on a degraded site dominated with acacia senegal; tortilis and cordia crenata,Yes,0,1,1,0,presently grazing land; heavily overgrazed,2,2,2,2,Rill,Rill,Rill,Rill,None,0,,10,10,30,30,,NA,NA,NA,NA,NA,NA,icr005999,26.1565,0,4.3049,4.3911,6.1767,40.0403,19.88391681,24.98632622,120.7407579,0.167829654,371.51,74.44655532,445.9565553,1.221798782,25,1.39,13,22.32083329,573,1887,0.898485714,1.112,0.237058774,27.59108925
icr006024,36.11964035,-6.91430712,East Africa,Tanzania,Chinyanghuku,6,5,Subsoil,14.656,48.106,63.246,76.226,0.59,0.41,0.2,0.06,8.06,1042.777162,1559.56398,330.2917765,33.41643646,2.81,44.98,11.87,0.435883558,2.513578406,0.202291328,11.37951841,36169.65637,9775.927453,12.91593568,33.32144522,16.85251642,31072.04265,6143.479873,5941.22371,584.8509072,173.5401007,14.08136116,135.3589302,7.606939154,108.9160444,41.43452739,Shrubland,09-12-09,829,1.5,5,3.5,Level,Valley floor,Footslope,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,severely eroded site; with gully formation; acacia tortilis and acacia  nilotica scattered,No,0,1,1,0,fuelwood and grazing land,2,1,2,2,Gully/Mass,Gully/Mass,Rill,Rill,None,0,,10,35,10,30,,NA,NA,NA,NA,NA,NA,icr006016,42.5251,0,4.3472,2.0798,4.0495,33.1076,19.88391681,24.98632622,120.7407579,0.179903729,371.51,248.5454269,620.0554269,1.698781992,25,1.49,16,23.03333326,567,1932,0.633957143,1.2218,0.213060722,28.07636261
icr006026,36.11936951,-6.91590691,East Africa,Tanzania,Chinyanghuku,6,6,Subsoil,14.404,37.587,46.685,54.326,0.33,0.33,0,0.05,7.01,932.0581672,1015.282242,251.0158836,-16.12722261,3.04,31.63,6.21,0.273908049,4.0347635,0.225841638,9.254682491,40933.55358,2588.47236,12.29450909,38.46003876,15.10785544,32776.07091,4960.980606,5005.320357,492.5214015,163.5886312,14.45144816,123.7938108,7.434273895,35.05727906,37.65490304,Shrubland,09-12-09,837,1.6,2,2.5,Level,Valley floor,Bottomland,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,severely eroded; trees and shrubs mainly comifora and acacia tortilis; bosia,No,0,1,1,0,fuelwood and grazing; but continued destruction /eroding,1,1,2,1,Rill,Rill,Rill,Rill,None,0,,20,20,40,20,destroyed partch,NA,NA,NA,NA,NA,NA,icr006016,42.5251,0,4.3472,2.0798,4.0495,33.1076,19.88391681,24.98632622,120.7407579,0.179903729,371.51,78.28754991,449.7975499,1.232322055,27,1.49,16,23.03333326,567,1932,0.633957143,0.9834,0.213060722,28.07636261
icr006034,36.12488174,-6.91441488,East Africa,Tanzania,Chinyanghuku,6,10,Subsoil,17.29,35.149,43.428,53.993,0.35,0.35,0,0.04,7.05,1084.984935,1333.796653,180.5585473,-4.891204672,2.24,28.86,4.4,0.393729839,2.133864346,0.083781928,4.896291705,28542.13906,3130.695542,9.681081445,20.77683739,10.8065345,23102.02067,4627.71839,4279.122438,366.5547039,146.5094498,7.515983154,95.31247649,8.227517591,44.11586843,27.2902124,Other,08-12-09,830,2.1,2,2.5,Level,Low gradient footslope,Footslope,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,abandoned cultivated crop land; but formerly woodland,No,0,1,1,0,grazing and fuelwood,1,1,1,1,Sheet,Sheet,Sheet,Sheet,None,0,,50,35,40,50,,NA,NA,NA,NA,NA,NA,icr006016,42.5251,0,4.3472,2.0798,4.0495,33.1076,27.18524253,24.98632622,120.7407579,0.181111137,371.51,257.3860199,628.8960199,1.723002794,24,1.5,17,23.03333326,567,1932,0.644771429,1.05,0.213060722,28.07636261
icr006044,36.11823273,-6.89359522,East Africa,Tanzania,Chinyanghuku,7,5,Subsoil,NA,NA,NA,NA,0.35,0.34,0,0.04,7.66,880.8430438,909.8239184,188.870048,-11.43184295,1.6,37.41,8.85,0.290661301,2.032152221,0.108983672,11.05307416,25318.43839,2708.286166,7.595341248,24.04197938,8.997147803,19120.3277,3193.050052,3345.978922,323.3765147,129.4590828,8.884062954,82.5710413,5.993078617,39.86795508,22.50516191,Other,07-12-09,798,2,0.5,0.5,Level,Dissected plain,Bottomland,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,2,1,1,1,1,degraded land scattered acacia sp and one boabab,No,0,1,0,0,degraded land for grazing and fuelwood,1,1,1,1,Rill,Sheet,Sheet,Sheet,None,0,,50,30,45,45,,NA,NA,NA,NA,NA,NA,icr006036,46.0131,4.2899,0,2.2391,4.0406,33.3698,27.18524253,24.98632622,120.7407579,0.176281507,371.51,82.07779108,453.5877911,1.242706277,27,1.46,16,23.24583332,566,1947,0.677314286,0.9928,0.213060722,28.07636261
icr006061,36.12185287,-6.8645072,East Africa,Tanzania,Chinyanghuku,8,4,Subsoil,NA,NA,NA,NA,0.22,0.2,0,0.02,7.93,1170.877675,522.195712,57.83022531,-24.42325017,0.86,17.1,4.47,0.04383566,0.706778688,0.082333508,2.29570241,16490.81649,1888.239156,3.090288877,12.49752967,2.48882355,9904.310132,1582.112313,1378.506304,121.1756544,183.6320448,5.181093797,40.0456915,6.305828293,17.67385662,13.95848123,Cropland,06-12-09,796,1.8,12.5,13,Sloping,Low gradient footslope,Footslope,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,small herbs germinating; planting holes and numerous tree stambs,No,1,0,0,0,cropped land planted maize and sorghum,1,1,1,1,Rill,Rill,Rill,Rill,None,0,,50,50,50,50,very many trees cut; on a footslope,NA,NA,NA,NA,NA,NA,icr006056,29.6389,8.3697,7.3527,2.2428,3.7285,34.5715,9.277812168,24.98632622,120.7407579,0.176281507,371.51,82.16086326,453.6708633,1.242933872,24,1.46,12,23.21249998,553,1947,0.809085714,0.584,0.213060722,28.07636261
icr006063,36.11914444,-6.85994005,East Africa,Tanzania,Chinyanghuku,8,5,Subsoil,20.573,47.019,56.425,63.606,0.58,0.56,0,0.06,7.98,1172.80459,1343.188547,246.7750192,124.237003,14.34,49.43,12.25,1.315583294,2.742719919,0.170314108,13.65470273,33595.80027,4481.183017,12.50054535,79.80649618,14.23512735,26303.89725,5959.025599,6215.827971,424.2987856,166.3631384,46.69878216,250.1189697,8.057174012,101.0815682,35.1798276,Other,06-12-09,789,1.5,1,1.5,Level,Valley floor,Footslope,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,scattered acacia tortilis and acacia hordie,No,0,1,1,0,grazing land and fuelwood,1,1,1,1,Sheet,Sheet,Sheet,Sheet,None,0,,50,50,40,50,sandy soils,NA,NA,NA,NA,NA,NA,icr006056,29.6389,8.3697,7.3527,2.2428,3.7285,34.5715,18.74832657,24.98632622,120.7407579,0.173866691,371.51,83.40020306,454.9102031,1.246329323,27,1.44,16,23.21249998,553,1947,0.802771429,1.6128,0.213060722,28.07636261
icr006079,36.1371,-6.9298,East Africa,Tanzania,Chinyanghuku,9,6,Subsoil,NA,NA,NA,NA,0.62,0.62,0,0.05,5.65,1197.311998,1437.417302,106.1174193,58.62476348,2.87,24.32,2.16,0.154784903,0.884245698,0.116645524,3.285074527,25238.03763,3166.868431,9.084161206,11.9125297,11.64175487,24500.91655,7585.453069,6329.306072,355.9035315,172.8033904,6.333990346,108.8825524,8.566816754,45.94162434,39.43861334,Shrubland,02-10-10,0,0,23,18,Sloping,Medium gradient hill,Midslope,0,0,0,0,1,1,0,1,0,1,0,0,0,1,4,4,3,3,4,5,4,4,Degraded shrubs tree land and bulders forbs,Yes,0,1,1,0,,3,2,2,2,Gully/Mass,Sheet,Sheet,Gully/Mass,None,0,,40,20,25,20,,NA,NA,NA,NA,NA,NA,icr006077,32.1505,2.6391,5.3537,2.1481,3.9616,33.3915,19.88391681,24.98632622,120.7407579,0.163000023,371.51,245.247961,616.757961,1.689747838,25,1.35,13,22.02500014,585,1876,0.943614286,1.674,0.213060722,28.07636261
icr006082,36.1416,-6.9288,East Africa,Tanzania,Chinyanghuku,9,9,Subsoil,23.629,52.875,66.273,78.635,0.51,0.5,0,0.06,7.51,1163.125308,2737.108638,572.9942119,94.02954877,8.62,44.27,9.67,0.792996946,3.075615736,0.09730625,12.11487122,36840.3253,7552.030706,27.20045317,55.64650286,28.38346903,58403.72509,12526.58887,10051.09519,963.2039599,280.3611522,41.84264187,270.0384902,5.614520329,66.24416879,66.69384308,Other,02-10-10,0,0,12,10,Sloping,Medium gradient hill,Footslope,0,0,0,0,1,1,0,1,0,1,0,0,0,1,3,3,4,4,5,2,5,4,Plot 2 in river bed,Don't know,0,1,1,0,,1,2,1,2,Rill,Gully/Mass,Rill,Sheet,None,0,,40,15,10,10,,NA,NA,NA,NA,NA,NA,icr006077,32.1505,2.6391,5.3537,2.1481,3.9616,33.3915,21.21609908,24.98632622,120.7407579,0.163000023,371.51,244.8029387,616.3129387,1.688528599,27,1.35,13,22.02500014,585,1876,0.7681,1.35,0.213060722,28.07636261
icr006096,36.1391,-6.90992,East Africa,Tanzania,Chinyanghuku,10,7,Subsoil,NA,NA,NA,NA,1.47,1.47,0,0.13,7.1,1289.735322,1600.041927,271.5825797,109.0118967,6.86,47.29,9.36,0.775550458,7.773349669,0.038594372,18.61797436,36539.62706,3674.688957,14.22731565,38.03956175,16.0849528,30875.87657,8057.76499,8595.355315,509.097654,160.944194,15.36609975,338.6401552,9.255135648,137.503405,49.65152679,Forest,02-11-10,0,0,23,25,,High gradient hill,Midslope,0,0,0,0,1,1,0,1,0,1,0,0,0,1,5,5,5,5,4,3,3,3,Dense forest dained trees a few big trees many same aged shrubs,Yes,0,1,1,0,,2,2,2,2,Sheet,Sheet,Sheet,Sheet,None,0,,20,20,20,30,,NA,NA,NA,NA,NA,NA,icr006086,23.1819,0,0,1.2745,4.9394,46.6851,34.48656825,24.98632622,120.7407579,0.15454817,371.51,244.8062381,616.3162381,1.688537639,31,1.28,14,21.69166656,587,1864,0.957857143,3.7632,0.213060722,28.07636261
