"","Set","Soil_Organic_Carbon_kg_m2","Type","SSN","Longitude","Latitude","Region","Country","Site","Cluster","Plot","Depth","Clay_2um","Clay_8um","Clay_20um","Clay_63um","Total_C","CORG","CINORG","Total_N","pH","Am_Ox_Al","Am_Ox_Fe","Am_Ox_Mn","Am_Ox_P","Olsen_P","pbi","Caex","Kex","Mgex","Naex","eCEC","Al","Ca","Co","Cr","Cu","Fe","K","Mg","Mn","Na","Ni","P","Pb","S","Zn","VegStructure","Date","Altitude","Accuracy","SlopeDn","SlopeUp","MajLform","LformDes","PosTopoSeq","ArtSurface","VegCovLT40","PlotFlood","PlotCultMgd","Trees","Shrubs","Graminoids","Forbs","VegOther","Broadleaf","Needleleaf","Allophytic","Evergreen","Deciduous","WdCovRate1","WdCovRate2","WdCovRate3","WdCovRate4","HerbCovRate1","HerbCovRate2","HerbCovRate3","HerbCovRate4","VegStrataDescr","SameLanduse90","UseFoodBeverage","UseForage","UseTimberFuelwood","UseOther","LandUseHistory","RockCover1","RockCover2","RockCover3","RockCover4","Erosion1","Erosion2","Erosion3","Erosion4","SoilConservation","SWCStructures","SWCDescr","AugDepth1","AugDepth2","AugDepth3","AugDepth4","Notes","Delta14C","Delta14C_err","F14C","F14C_err","TurnoverTime","Delta13C","SSN.XRPD","Quartz","Clay_1_1","Clay_2_1","Amorphous","Pedogenic_Oxides","Feldspars","LIG_N","SoilTMP_C","SoilMoi_kgm2","SoilMoi_m3m3","Litterfall.gC.m2.yr","Litterroot.gC.m2.yr","NPP.gC.m2.yr","NPP.gC.m2.d","clay_extracted","bd_extracted","silt_extracted","MAT","MAP","PET","npp_modis","socs","sm","stemp"
"1783",225,10.6386,"Observed","icr030234",35.03761673,8.61985779,"East Africa","Ethiopia","Dambidolo",11,9,"Topsoil",22.082,59.757,77.567,90.044,4.47,4.47,0,0.28,7.37,2062.777,3966.838,839.471,513.942,42.44,127.29,25.22,1.377479502,6.446390325,0.062656264,39.14070689,42011.97292,8018.472569,20.95859306,31.95639935,32.83957209,45605.18591,6453.582132,5722.342291,1203.063021,96.1136876,26.32255447,868.3478919,9.12741334,255.3391967,55.22364371,"Cropland","31-03-11",1223,1.4,21,14,"Sloping","Medium gradient hill","Footslope",0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,"very few palm ;oda trees are on the plot .the down palms cutted and burned .maiz crop is harvested from the plot.","No",1,1,1,0,"maiz ;sorghoum ;dagussa ;haricot beens are the main crop types .before 2004 the land was covered by trees.now they used for cultivetion .",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",50,50,50,50,"",NA,NA,NA,NA,NA,NA,"icr030218",29.4671,13.3642,17.6308,4.3584,8.6955,11.8372,9.277812168,24.25951195,298.3617913,0.355050532,323.87,136.6619117,460.5319117,1.261731265,38,1.19,22,22.11249995,1338,1773,0.993,10.6386,0.398231626,25.28974152
"1784",226,15.6546,"Observed","icr030244",35.03000641,8.64308453,"East Africa","Ethiopia","Dambidolo",12,4,"Topsoil",46.938,75.894,88.077,95.978,6.69,6.69,0,0.33,5.96,7105.718,4036.616,1718.372,307.496,3.96,430.2,22.51,0.339393774,6.250032028,0.020902327,38.53720581,74298.6774,6017.251439,54.57708933,81.10585424,29.39729512,87116.63266,2034.686701,2174.138393,2400.307306,71.10526207,64.14527373,707.8635664,22.86015104,269.0551414,39.79452129,"Cropland","29-03-11",1392,1.8,2,2,"Level","Medium gradient hill","Upland",0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,4,4,4,4,"it is cultivated for millet ; maize and sorghum . there are few bukea africana trees .","No",1,1,0,0,"it was a woodland before 7 years . currently it is a farmland",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",50,50,50,50,"",NA,NA,NA,NA,NA,NA,"icr030238",12.4594,30.015,12.761,0,17.802,1.9187,9.277812168,24.25951195,298.3617913,0.349083296,323.87,137.9967845,461.8667845,1.265388451,43,1.17,21,21.61249983,1361,1759,0.892357143,15.6546,0.398231626,25.28974152
"1785",227,2.3088,"Observed","icr030260",35.04497147,8.58039475,"East Africa","Ethiopia","Dambidolo",13,2,"Topsoil",9.747,36.799,51.359,62.161,1.04,1.04,0,0.07,6.41,3055.371,1599.713,144.972,50.854,7.23,73.71,9.54,0.393804197,2.42717345,0.006735903,16.91990141,46010.32699,1093.699136,7.996301361,20.14532789,7.292558133,23183.6669,2415.727171,1396.937678,284.0556659,62.500916,18.74896494,158.355806,8.610492758,59.55855442,22.82345081,"Cropland","24-03-11",1359,1.8,8,8,"Sloping","Medium gradient hill","Midslope",0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,2,2,4,1,1,"combrettum trees are seen on this plot .after burning the land gras are growing up .","No",1,1,1,0,"sorghoum;maiz and dagussa are the main crop of the land.before 2004 it was a woodland .they came to this place from eastern part of ethiopia.[harerge region]",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",20,30,25,20,"",NA,NA,NA,NA,NA,NA,"icr030258",40.4657,5.1971,4.6616,3.3253,4.0939,29.5429,9.277812168,24.25951195,298.3617913,0.331181588,323.87,147.389936,471.259936,1.291123112,37,1.11,20,21.72500002,1366,1756,0.9978,2.3088,0.398231626,25.28974152
"1786",228,4.4312,"Observed","icr030268",35.0459137,8.57730293,"East Africa","Ethiopia","Dambidolo",13,6,"Topsoil",6.398,28.524,43.211,56.802,1.91,1.91,0,0.13,6.51,1202.644,910.705,170.454,68.884,3.34,47.79,6.85,0.356725583,2.078279512,0.00020978,12.39140537,18149.50959,2530.921904,4.881944467,9.90686497,5.103630506,13142.09648,1470.184307,1306.373127,262.2133519,60.29507409,8.534018325,174.8597234,5.405112129,109.7518868,15.65202776,"Woodland","24-03-11",1355,1.5,16,14,"Sloping","Medium gradient hill","Midslope",0,0,0,0,1,0,1,1,0,1,0,0,1,0,2,1,4,4,5,5,5,5,"the ground is covered with grasses. there are accacia trees; burkea africana  trees; and brarchytegia trees","Yes",0,1,0,0,"it has been  used as a grazingland for more than 20 years.",3,2,3,3,"Rill","Rill","Rill","Rill","None",0,"",20,50,0,20,"",67.8,2,1.0769,0.002,92,-16.6325,"icr030258",40.4657,5.1971,4.6616,3.3253,4.0939,29.5429,20.60163272,24.25951195,298.3617913,0.346099678,323.87,149.1506584,473.0206584,1.295947009,38,1.16,20,21.72500002,1366,1756,0.994714286,4.4312,0.398231626,25.28974152
"1787",229,4.6968,"Observed","icr030270",35.04312134,8.58223248,"East Africa","Ethiopia","Dambidolo",13,7,"Topsoil",25.039,62.01,74.723,84.855,2.06,2.06,0,0.13,6.22,2474.091,2063.926,543.351,77.949,2.26,124.69,8.45,0.343062273,2.251896647,0.026594911,14.63761241,43168.52714,2273.152185,11.11951178,26.93144505,10.13108885,26278.22144,2569.102757,1540.048124,741.2247791,58.31600129,23.11489406,221.6651306,10.3060187,118.7886944,23.37933145,"Cropland","24-03-11",1386,1.8,4,6,"Sloping","Mountainous highland","Upland",0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,2,2,"haricot beens was harvested last year .now it ready for the coming crop seasons .bedesa and ole gebsa trees are seen on the plot but they are very few.some big stone are on the plot .","No",1,1,0,0,"haricot beens ;sorghoum are the main crop for the field.the plot is very near to home stead .they settled after 2004 and it is woodland before.",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",29,50,50,50,"",20.2,1.9,1.0289,0.0019,205,-13.65,"icr030258",40.4657,5.1971,4.6616,3.3253,4.0939,29.5429,9.277812168,24.25951195,298.3617913,0.340132442,323.87,148.8595035,472.7295035,1.295149325,39,1.14,19,21.72500002,1366,1756,0.986771429,4.6968,0.398231626,25.28974152
"1788",230,3.828,"Observed","icr030282",35.04640961,8.59956265,"East Africa","Ethiopia","Dambidolo",14,4,"Topsoil",13.026,41.881,57.283,68.518,1.65,1.65,0,0.11,7.45,2467.022,2016.011,696.945,103.025,5.9,82.03,10.09,0.640775925,2.319455225,0.064826136,15.31035021,28961.93226,3172.6052,11.93303611,13.91192038,10.69641033,19697.56933,3933.923538,2401.324062,888.4293086,75.32309119,13.92155021,235.3366436,4.945404364,101.7075116,27.39545406,"Cropland","28-03-11",1325,1.7,6,7,"Sloping","Medium gradient hill","Midslope",0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,3,3,3,3,"fig tree;germinating sorghoum ;muka dima;trees are seen on the plot .","No",1,1,1,0,"sorghoum ;maiz ;dagussa are the main crop types .the plot is very near to home stead .",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",50,20,50,30,"",24.3,2.2,1.033,0.0022,192,-14.21,"icr030276",18.4687,12.5501,15.7607,8.376,6.6866,16.2288,9.277812168,24.25951195,298.3617913,0.346099678,323.87,141.2766282,465.1466282,1.274374324,39,1.16,22,21.72083326,1363,1757,0.999542857,3.828,0.398231626,25.28974152
"1789",231,7.2306,"Observed","icr030284",35.05431366,8.59953785,"East Africa","Ethiopia","Dambidolo",14,5,"Topsoil",34.531,71.982,84.87,93.431,3.09,3.09,0,0.18,6.15,2655.627186,4802.785142,1140.707999,138.2412423,4.06,101.95,14.85,0.536464053,2.213811544,0.040418016,23.30351009,37765.36384,4693.214953,16.18886595,32.36475058,13.76279576,38976.14222,4716.185192,3939.471398,1384.149153,79.25123291,11.66346859,344.261892,7.756990079,145.4742817,45.34936541,"Cropland","28-03-11",1337,1.5,5,14,"Sloping","Medium gradient hill","Midslope",0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,2,2,2,2,"tall grass appears on the plot.few scartered trees are also seen on the plot .","No",1,1,1,0,"sorghoum ;maiz ;dagussa ;hot paper are the main crop types .it is very near to home stead .they settled on this plot after 2004 .the trees are cutted and burned during this dat collection period .",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","Structural",1,"ditch [for water]",30,40,50,50,"",NA,NA,NA,NA,NA,NA,"icr030276",18.4687,12.5501,15.7607,8.376,6.6866,16.2288,9.277812168,24.25951195,298.3617913,0.349083296,323.87,154.7697315,478.6397315,1.31134173,38,1.17,20,21.52916666,1377,1749,0.986728571,7.2306,0.398231626,25.28974152
"1790",232,7.9254,"Observed","icr030288",35.04738235,8.60146713,"East Africa","Ethiopia","Dambidolo",14,7,"Topsoil",37.94,73.465,84.926,94.299,3.33,3.33,0,0.19,7.21,3288.308,5484.191,1082.015,318.649,13.64,157.24,20.39,0.456824873,5.140673314,0.006155468,31.23985128,49513.0845,9973.985603,25.36756805,12.15659402,51.13064583,55741.52928,5172.821898,6204.378654,1461.021301,84.36641567,13.98440281,643.4465196,4.743715501,146.8579437,57.25246337,"Cropland","28-03-11",1305,1.6,7,6,"Sloping","Medium gradient hill","Upland",0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,2,0,0,4,4,4,4,"it is cultivated for millet ; sorghum and maize . there are few trees and few shrubs","No",1,1,0,0,"it was a woodland before 7 years . currently it is a farmland",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",50,50,50,50,"",NA,NA,NA,NA,NA,NA,"icr030276",18.4687,12.5501,15.7607,8.376,6.6866,16.2288,9.277812168,24.25951195,298.3617913,0.355050532,323.87,139.4600395,463.3300395,1.269397369,37,1.19,22,21.91250002,1355,1765,1.003357143,7.9254,0.398231626,25.28974152
"1791",233,14.3376,"Observed","icr030300",35.04849625,8.62188721,"East Africa","Ethiopia","Dambidolo",15,3,"Topsoil",15.683,59.462,77.828,90.488,6.18,6.18,0,0.32,6.84,2248.108,5466.726,962.635,972.025,66.36,152.43,33.65,1.355390236,7.290956092,0.038144366,50.07042278,35923.7515,12247.03969,18.3822547,35.81775463,23.77072368,41223.88186,4028.027908,4040.359141,1274.714714,76.33266987,24.39549313,1422.793946,7.001790038,260.6986746,48.9794596,"Cropland","30-03-11",1201,1.8,1,3,"Sloping","Low gradient footslope","Footslope",0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,2,0,0,1,1,1,1,"very few debeka ;and meti trees are seen on the plot .sorghoum was harvested from last year crop seasons .","No",1,1,1,0,"sorghoum ;maiz ;hot paper ;are the main crop exprince of the plot .the river is very near to the plot .before 2004 the land was covered with trees [wood]",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",50,50,50,50,"",-1.4,1.8,1.0071,0.0018,293,-16.22,"icr030296",26.1235,11.4209,11.1922,4.7731,4.7374,13.0196,9.277812168,24.25951195,298.3617913,0.346099678,323.87,136.6619117,460.5319117,1.261731265,39,1.16,24,22.17083331,1339,1772,1.010742857,14.3376,0.398231626,25.28974152
"1792",234,8.8218,"Observed","icr030310",35.0544281,8.62408257,"East Africa","Ethiopia","Dambidolo",15,8,"Topsoil",61.111,83.557,90.636,96.305,3.77,3.77,0,0.22,6.76,2790.41,4198.086,1046.836,398.159,27.56,155.65,22.66,1.212772234,6.295048265,0.003275464,37.47713041,59563.76955,6897.185334,19.51332251,57.13622813,39.7529698,53400.69029,4607.881401,3500.367236,1403.994212,84.8607906,36.59206836,750.6075599,9.670027782,182.3672302,35.38834069,"Cropland","30-03-11",1197,1.5,15,17,"Sloping","Medium gradient hill","Midslope",0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,3,1,1,"last year sorghoum is germinating during this servey.all vegetation cover are are burned also this sevey period.palm trees are seen along the river course .","No",1,1,1,0,"maiz;sorghoum ;dagussa;hot paper ;haricot beens are the mainly croped frpm the land .before 2004 it was covered with trees .the river is very near to subplot 1 and 2.",1,1,1,1,"Sheet","Rill","Sheet","Sheet","None",0,"",10,50,50,50,"",NA,NA,NA,NA,NA,NA,"icr030296",26.1235,11.4209,11.1922,4.7731,4.7374,13.0196,9.277812168,24.25951195,298.3617913,0.349083296,323.87,69.6169167,393.4869167,1.078046347,36,1.17,22,22.20000001,1341,1774,1.020857143,8.8218,0.398231626,25.28974152
"1793",235,11.9214,"Observed","icr030323",35.04421616,8.64572334,"East Africa","Ethiopia","Dambidolo",16,5,"Topsoil",52.606,79.856,92.048,97.601,5.37,5.37,0,0.28,6.32,4279.557,7387.135,1827.61,776.885,34.12,207.19,26.52,0.97635438,6.895523909,0.013805737,41.86801392,56058.08139,7660.791442,33.41427291,51.82961096,26.42007506,79772.3326,3171.583622,2615.749522,2462.201591,50.14256356,33.91564184,1400.658662,12.6456465,213.3535252,70.77656228,"Cropland","01-04-11",1340,1.8,7,8,"Sloping","Medium gradient hill","Footslope",0,0,0,1,1,0,1,1,0,1,0,0,1,1,2,0,0,0,4,4,4,4,"it is cultivated for millet; maize and sorghum. there are codea; bu  ea; ficus; sodola and purple flower trees.","No",1,1,0,0,"it was a woodland before 7 years . currently it is a farmland",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",50,50,50,50,"",2.4,1.9,1.0109,0.0019,275,-13.88,"icr030316",22.0513,5.4312,7.4591,4.6246,7.3786,19.4966,9.277812168,24.25951195,298.3617913,0.331181588,323.87,139.8529563,463.7229563,1.270473853,42,1.11,21,21.7249999,1365,1762,0.989828571,11.9214,0.398231626,25.28974152
"1794",236,6.545,"Observed","icr030325",35.05151367,8.65047169,"East Africa","Ethiopia","Dambidolo",16,6,"Topsoil",54.771,83.517,94.547,97.871,2.75,2.75,0,0.17,5.85,4436.863,4402.683,1133.256,94.413,1.2,343.32,10.16,0.19669875,2.760251185,0.054930005,19.11703201,71989.66904,2600.151773,27.54711818,52.5362514,64.93633166,65956.8771,3525.550341,2849.727646,1527.94062,68.50008277,40.87042628,355.329549,15.64135467,123.6437668,38.94777739,"Cropland","01-04-11",1324,1.6,4,6,"Sloping","Medium gradient hill","Midslope",0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,"dendensa ;danisa ;rukissa ;brensa trees are seen on the plot .sorghoum was harvested from the field.","No",1,1,1,0,"sorghoum ;maiz ;hot paper ;dagussa ;selit ;haricot beens are the main crop types of the plot .before 2004 it was covered with trees .",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",50,50,50,50,"",NA,NA,NA,NA,NA,NA,"icr030316",22.0513,5.4312,7.4591,4.6246,7.3786,19.4966,9.277812168,24.25951195,298.3617913,0.355050532,323.87,135.1745554,459.0445554,1.257656316,40,1.19,20,21.87916656,1358,1765,0.9942,6.545,0.398231626,25.28974152
"1795",237,5.5596,"Observed","icr030326",35.05270767,8.64710045,"East Africa","Ethiopia","Dambidolo",16,7,"Topsoil",38.631,74.519,85.287,92.727,2.46,2.46,0,0.16,5.82,2774.214,3255.733,561.784,93.72,2.06,184.14,9.77,0.292499551,3.360205157,0.024381729,19.96480269,45361.5163,2694.76068,16.65713615,50.93823675,18.93705233,38788.04165,3770.91552,2948.114962,834.0142543,57.79085525,26.83961083,299.2039888,9.501288956,114.071403,29.3523336,"Cropland","01-04-11",1351,1.5,3,4,"Sloping","Medium gradient hill","Midslope",0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,2,4,4,"cabege ;dendensa ;warka;haroresa ;rukissa trees are seen on the plot .they harvested sorghoum this year crop seasons .","No",1,1,1,0,"sorghoum ;boloke;hot paper are the main crop types.before 2004 it was covered with wood .after 2004 they are using for agriculture .",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",50,50,50,50,"",NA,NA,NA,NA,NA,NA,"icr030316",22.0513,5.4312,7.4591,4.6246,7.3786,19.4966,9.277812168,24.25951195,298.3617913,0.337148824,323.87,138.3309104,462.2009104,1.266303864,40,1.13,20,21.82916661,1361,1761,0.998457143,5.5596,0.398231626,25.28974152
"1796",238,7.296,"Observed","icr030328",35.04903793,8.64771843,"East Africa","Ethiopia","Dambidolo",16,8,"Topsoil",41.591,78.471,89.463,95.811,3.2,3.2,0,0.21,6.2,3315.758,4359.931,1465.68,101.009,2.65,231.97,14.27,0.627945545,6.197140888,0.123597337,29.79263191,60029.59485,3567.41307,38.41286033,59.8204621,42.6910425,87541.28328,3976.172296,4838.511665,2437.24238,64.13137839,27.58968874,406.2029615,18.89835178,139.401662,61.77823094,"Cropland","01-04-11",1351,1.8,4,4,"Level","Medium gradient hill","Midslope",0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,2,1,1,"hot paper mixed with chat plantation [subplo1;4]other subplots are prepared for adegware plantation.cycjium;wedesa trees are seen on the plot .","No",1,1,1,0,"before 2004 it was covered with trees .now they planted different crop types like maiz;sorghoum ;dagussa ;hot paper .",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",50,30,50,43,"",NA,NA,NA,NA,NA,NA,"icr030316",22.0513,5.4312,7.4591,4.6246,7.3786,19.4966,9.277812168,24.25951195,298.3617913,0.340132442,323.87,136.5071889,460.3771889,1.261307367,43,1.14,21,21.7249999,1365,1762,0.9942,7.296,0.398231626,25.28974152
"1797",239,10.4562,"Observed","icr030330",35.04863358,8.64678001,"East Africa","Ethiopia","Dambidolo",16,9,"Topsoil",49.62,77.999,90.168,95.368,4.71,4.71,0,0.3,5.87,5290.499,8052.481,1933.683,159.292,2.02,469.93,14.93,0.397263427,8.369857602,0.02828439,34.52259292,69327.52117,3762.879607,39.53938496,35.70398809,18.55860198,99438.32822,2445.20112,4260.663214,2629.291522,69.47987427,22.71126866,523.7470538,16.00443802,187.3994302,84.27603389,"Cropland","01-04-11",1368,1.9,14,16,"Sloping","Medium gradient hill","Midslope",0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,5,5,5,5,"danisa ;dendensa are seen on the plot .all subplots have grass covered .[taching grass]","No",1,1,1,0,"before 2004 it was covered with trees .now it is tall grass covered .they're uding for grazing and houses taching .",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",50,15,33,50,"",16.2,2,1.0248,0.002,219,-11.99,"icr030316",22.0513,5.4312,7.4591,4.6246,7.3786,19.4966,9.277812168,24.25951195,298.3617913,0.331181588,323.87,150.2926151,474.1626151,1.299075658,42,1.11,21,21.7249999,1365,1762,0.9942,10.4562,0.398231626,25.28974152
"1798",240,7.2576,"Observed","icr030332",35.0499649,8.64655972,"East Africa","Ethiopia","Dambidolo",16,10,"Topsoil",NA,NA,NA,NA,3.24,3.24,0,0.2,5.94,3279.091,3877.385,833.804,66.717,1.66,260.07,12.36,0.437847725,4.436674793,0.024831281,23.92514363,59359.63951,4416.066904,26.66445888,31.56539319,72.39290968,66113.64143,6249.731448,6361.41064,1401.346474,72.53841993,21.74085519,331.9781974,12.90353649,132.7320796,60.73524637,"Wooded_grassland","01-04-11",1343,1.6,14,8,"Sloping","Medium gradient hill","Midslope",0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,4,4,4,4,"few trees are seen on the plot like protiya;brachemia;comretum.","No",1,1,1,0,"before 2004 it was covered with trees .[protiya ;brachemia ;combrettum ]now for the first time they are plowed .they tried  to use it for selit and hot paper .",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",50,50,50,50,"",NA,NA,NA,NA,NA,NA,"icr030316",22.0513,5.4312,7.4591,4.6246,7.3786,19.4966,18.36979649,24.25951195,298.3617913,0.334165206,323.87,150.2926151,474.1626151,1.299075658,39,1.12,20,21.7249999,1365,1762,0.9942,7.2576,0.398231626,25.28974152
"1799",241,20.774,"Observed","icr030334",42.66463089,9.57470036,"East Africa","Ethiopia","Merar",1,2,"Topsoil",18.533,51.087,68.927,84.166,11.19,7.99,3.2,0.78,7.62,1451.643,901.028,315.313,921.65,204.22,351.72,31.35,4.142610153,5.315585522,0.323059241,46.73875102,21017.18131,117697.4874,10.75452569,33.58080939,21.33543131,21581.32296,6763.42833,7831.98064,704.1002618,193.0464209,36.66500561,1451.596636,5.539097112,1248.453865,57.65455463,"Other","29-04-11",1911,1.7,1,2,"Sloping","Medium gradient hill","Midslope",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,"it is at the fence of the homestead .","Yes",1,1,0,0,"it is at homestead .",1,1,1,1,"Sheet","Sheet","Sheet","Sheet","None",0,"",20,5,5,15,"",NA,NA,NA,NA,NA,NA,"icr030335",17.0495,2.296,34.9951,0.8469,5.8872,7.815,10.31141061,21.10977554,277.2377583,0.360409086,96.734,23.52989228,120.2638923,0.329490116,29,1.3,19,18.34166676,676,2113,0.426342857,20.774,0.268495619,25.00614929
"1800",242,6.4,"Observed","icr030335",42.66679382,9.57485485,"East Africa","Ethiopia","Merar",1,3,"Topsoil",27.035,66.367,79.349,89.445,4.23,2.5,1.7,0.21,7.79,3045.147409,1738.104626,486.9341907,321.2496672,5.74,252.04,37.29,1.230129065,2.762417299,0.064684151,43.13538229,46224.36446,62852.87997,20.73488831,75.81645406,31.54536573,45347.55944,9822.426652,14875.68886,1033.447328,191.1297934,82.20947319,491.6948784,10.7724195,363.3958816,69.43848319,"Cropland","29-04-11",1928,1.9,1,1,"Level","Plain","Bottomland",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"wheet crop was harvested from the last year crop season .herbaceous is germinting .","Yes",1,1,0,0,"cropland mainly for wheet ;maize and sorghum .chat plantation is near ro thiw plot but it outside of the plot.",1,1,1,1,"None","None","None","None","None",0,"",50,50,50,50,"",NA,NA,NA,NA,NA,NA,"icr030335",17.0495,2.296,34.9951,0.8469,5.8872,7.815,9.277812168,21.10977554,277.2377583,0.354864331,96.734,24.96361216,121.6976122,0.333418116,31,1.28,20,18.37500018,675,2116,0.437128571,6.4,0.268495619,25.00614929
"1801",243,9.372,"Observed","icr030345",42.66215897,9.5756073,"East Africa","Ethiopia","Merar",1,9,"Topsoil",13.967,46.618,64.012,77.111,7.29,3.55,3.7,0.36,7.81,1871.574,848.061,341.616,308.947,6.54,186.81,29.68,0.389364706,1.848105791,0.075747305,37.91395384,22296.08234,131374.1597,11.20623061,35.32656695,16.41183991,22604.52328,3246.280506,5754.807011,813.4651138,123.1613904,36.68255928,517.5025844,6.048713441,676.1667138,33.58199464,"Other","29-04-11",1912,1.5,3,5,"Sloping","Medium gradient hill","Midslope",0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,"acacia dubaika; dodonea viscosa; abokori herbs scattered; grewia sp and aloes; njeke species","Yes",0,1,0,0,"grazingland and fuel wood",3,3,3,3,"Sheet","Sheet","Sheet","Sheet","None",0,"",5,5,5,5,"",NA,NA,NA,NA,NA,NA,"icr030335",17.0495,2.296,34.9951,0.8469,5.8872,7.815,10.31141061,21.10977554,277.2377583,0.365953841,96.734,23.11343318,119.8474332,0.328349132,29,1.32,21,18.43333344,671,2109,0.426342857,9.372,0.268495619,25.00614929
"1802",244,4.7628,"Observed","icr030346",42.66478348,9.57104778,"East Africa","Ethiopia","Merar",1,10,"Topsoil",69.905,92.396,97.082,98.95,3.52,1.89,1.6,0.16,7.96,2822.403,1461.838,501.246,234.39,2.68,242.93,38.76,0.79925724,4.442258375,0.177777041,52.39116587,48459.08616,63620.96575,19.85091439,77.87925687,31.41402305,45501.92573,9051.112517,14061.36695,977.5518105,147.1482732,83.66456651,342.8677554,10.25368651,287.618368,67.99847334,"Cropland","29-04-11",1920,1.5,1,1,"Level","Plain","Upland",0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,"chat plantation covered all subplots .","Yes",1,0,0,0,"crop land for chart",1,1,1,1,"None","None","None","None","None",0,"",50,40,30,50,"",NA,NA,NA,NA,NA,NA,"icr030335",17.0495,2.296,34.9951,0.8469,5.8872,7.815,9.277812168,21.10977554,277.2377583,0.349319576,96.734,25.15083908,121.8848391,0.333931066,33,1.26,23,18.34166676,676,2113,0.428428571,4.7628,0.268495619,25.00614929
"1803",245,9.0768,"Observed","icr030351",42.6639061,9.59780026,"East Africa","Ethiopia","Merar",2,2,"Topsoil",24.153,61.464,75.667,88.702,9.31,3.66,5.7,0.35,7.76,1854.407369,1270.210567,178.179464,274.9178221,5.02,283.09,27.65,1.130719874,1.005013835,0.089340783,34.29968364,21078.99424,177225.3463,10.64125307,33.88677737,17.52901726,22874.91554,4084.152937,6019.980883,530.4888608,121.4503115,34.97640685,440.7561176,4.320038372,576.0638969,31.09542753,"Shrubland","28-04-11",1926,1.5,4,5,"Sloping","Medium gradient hill","Midslope",0,0,0,1,0,1,1,1,0,0,1,1,1,0,3,4,3,4,1,1,1,1,"dodonea viscosa ;acacia dubaika ;checke ;dibobis;allovera;meisi ;acacia nilotica shrubs are dominant and chropogium grass are also seen on the plot .","Yes",0,1,1,0,"for grazingland fuel wood .",2,2,2,2,"Sheet","Sheet","Sheet","Sheet","None",0,"",20,5,5,5,"",NA,NA,NA,NA,NA,NA,"icr030352",18.8965,1.2238,20.0163,0,7.4309,7.7376,19.88391681,21.10977554,277.2377583,0.34377482,96.734,23.11343318,119.8474332,0.328349132,26,1.24,22,18.44999999,669,2109,0.431414286,9.0768,0.268495619,25.00614929
